producto,descripcion,codigo_cliente,resina_1,categoria,estado
20515828-RO-OR-Z1,DEMI CAPOT SUPERIEUR,20515828,RYTON R4 XT,PFA00,Activo
20515828-RO-SF-Z1/0,DEMI CAPOT SUPERIEUR SEMI,20515828,RYTON R4 XT,SFA00,Activo
20515828-RO-SF-Z1/1,DEMI CAPOT SUPERIEUR SEMI,20515828,RYTON R4 XT,SFA00,Activo
20515838-RO-OR-Z1,DEMI CAPOT INFERIEUR,20515838,RYTON R4 XT,PFA00,Activo
20515838-RO-SF-Z1/0,DEMI CAPOT INFERIEUR SEMI,20515838,RYTON R4 XT,SFA00,Activo
20515838-RO-SF-Z1/1,DEMI CAPOT INFERIEUR SEMI,20515838,RYTON R4 XT,SFA00,Activo
20516110-RO-OR-Z1,MINI BACKSHELL,20516110,RYTON R4 XT,PFA00,Activo
20516110-RO-SF-Z1/0,MINI BACKSHELL SEMI,20516110,RYTON R4 XT,SFA00,Activo
20516110-RO-SF-Z1/1,MINI BACKSHELL SEMI,20516110,RYTON R4 XT,SFA00,Activo
20516188-RO-OR-Z1,BACKSHELL FOR IEPX,20516188,RYTON R4 XT,PFA00,Activo
20516188-RO-SF-Z1/0,Backshell for IEPX SEMI,20516180,RYTON R4 XT,SFA00,Activo
20516188-RO-SF-Z1/1,Backshell for IEPX SEMI,20516180,RYTON R4 XT,SFA00,Activo
207908-HR-F-Z1,RELEASE GAS SPRING ,207908-HR-F-Z1,LGF50-PA6 2001 BLK,PFA00,Activo
208713-HR-F-Z1,GAS SPRING RELEASE,208713-HR-F-Z1,LGF50-PA6 2001 BLK,PFA00,Activo
2101511-2-TEH-OR-Z1,120T2 INSERT BODY ARINC 600,2101511-2,RYTON R4 220 BK,PFA00,Activo
2101511-2-TEH-SF,120T2 INSERT BODY ARINC 600 SE,2101511-2,RYTON R4 220 BK,SFA00,Activo
2101672-1-TEH-OR-Z1,INSERT MONOBLOCK 100 POSITION ,2101672-1,RYTON R4 220 BK,PFA00,No utilizable
2101672-1-TEH-SF,INSERT MONOBLOCK 100 POSITION ,2101672-1,RYTON R4 220 BK,SFA00,Activo
2101672-2-TEH-OR-Z1,INSERT MONOBLOCK 100 POSITION ,2101672-2,RYTON R4 220 BK,PFA00,Activo
2101672-2-TEH-SF,INSERT MONOBLOCK 100 POSITION ,2101672-2,RYTON R4 220 BK,SFA00,Activo
2102332-1-TEH-F-Z1,INSERT PLUG FRONT SIZE 8,2102332-1,VECTRA E130i LCP BLACK ,PFA00,Activo
2102333-1-TEH-F-Z1,INSERT' RECEPTACLE' FRONT' SIZ,2102333-1,VECTRA E130i LCP BLACK ,PFA00,Activo
2102334-1-TEH-F-Z1,INSERT PLUG REAR SIZE 8,2102334-1,VECTRA E130i LCP BLACK ,PFA00,Activo
2102335-1-TEH-F-Z1,INSERT RECEPTACLE REAR SIZE 8,2102335-1,VECTRA E130i LCP BLACK ,PFA00,Activo
2102457-1-TEH-F-Z1,INSERT' REAR' PCB MOUNT,2102457-1,VECTRA E130i LCP BLACK ,PFA00,Activo
2102506-1-TEH-F-Z1,INSERT GUIDE WIRE REAR,2102506-1,VECTRA E130i LCP BLACK ,PFA00,Activo
210-CR-F-40Z1,CORPS DROIT 12mm 50210,T50210 40,RILSAMID AZM30 BLK T6L D,PFA00,Activo
210-RO-F-Z1,CLE DE CODAGE MALE,77412210,ULTEM 2310 7301,PFA00,Activo
212613MX-ISR-F-Z1,CONTROL DEVICE,212613-01MX/01,GB30-32 BLACK SCHULAMID 6,PFB00,Activo
212615MX-ISR-F-Z1,BEARING,212615-01MX/00,GF30-31 Black SCHULAMID 6,PFB01,Activo
213945-STA-F-Z1,PROTECTIVE TUBE (SPRING),213945,ECOMID B GF20 BK 9005/Z,PFA00,Activo
213945-STAR-F-Z1,PROTECTIVE TUBE (SPRING),213945,ECOMID B GF20 BK 9005/Z,PFA00,No utilizable
214184-STA-F-Z1,SPRING SLEEVE,214184,DELRIN 500P BK 602,PFA00,Activo
214184-STAR-F-Z1,SPRING SLEEVE,214184,ECOMID B GF20 BK 9005/Z,PFA00,No utilizable
215454-HR-F-Z1,SIDERAIL LOWER PIVOT,215454,ZYTEL 70G13L NC010,PFA00,Activo
2157285-2-TEH-OR-Z1,60 POSITION INSERT MONOBLOCK C,2157285-2,RYTON R4 220 BK,PFA00,Activo
2157285-2-TEH-SF,60 POSITION INSERT MONOBLOCK C,2157285-2,RYTON R4 220 BK,SFA00,Activo
216745-HR-F-Z1,SIDERAIL UPPER PIVOT,216745,ZYTEL 70G13L NC010,PFA00,Activo
220-RO-F-Z1,KEY FOR SOCKET CODING,77412220,ULTEM 2310 7301,PFA00,Activo
2226569-1-TEH-F-Z1,PCB TAIL ORGANIZER' PRCC,2226569-1,ULTEM1000 PEI BLACK,PFA00,Activo
222696-RX-F-Z2,Thermostat Cover,222696,ZYTEL70G30HSLR BK099,PFA00,Activo
226-CC-F-10Z2,CORPS RE COUDE 9.89mm Z2,T50226 10C,GRILAMID LV3 ESD BLACK,PFA00,Activo
226-CC-F-40Z2,CORPS RE COUDE 9.89 MM 50226  ,T50226 40C,RILSAMID AZM30 BLK T6L D,PFA00,Activo
2287124-1-TEH-OR-Z1,INSERT FRONT MONOBLOCK 85 POSI,2287124-1,RYTON R4 220 BK,PFA00,Activo
2287124-1-TEH-SF,INSERT FRONT MONOBLOCK 85 POSI,2287124-1,RYTON R4 220 BK,SFA00,Activo
2287124-2-TEH-OR-Z1,INSERT FRONT MONOBLOCK 85 POSI,2287124-2,RYTON R4 220 BK,PFA00,Activo
2287124-2-TEH-SF,INSERT FRONT MONOBLOCK 85 POSI,2287124-2,RYTON R4 220 BK,SFA00,Activo
2302332-1-TEH-F-Z1,ORGANIZER' TAIL' PCB' VERTICAL,2302332-1,ULTEM1000 PEI BLACK,PFA00,Activo
233-TL-F-NEZ1,BLACK HANDLE KNOB,40520-233-04,POLIETILENO DMDA 8907,PFA00,Activo
233-TL-F-ROZ1,RED HANDLE KNOB,40520-233-03,POLIETILENO DMDA 8907,PFA00,Activo
236584-RX-F-Z1,CHAIN GUIDE 6584,236584,STANYL TW341 NEGRO,PFA00,Activo
238-00001-TOD-PHE-Z1,61F 0.05'' TERMINAL UNIVERSAL ,238-00001,,SFA00,No utilizable
239516-STA-F-Z1,SPRING SLEEVE,239516,ECOMID B GF20 BK 9005/Z,PFA00,Activo
239994-STA-F-Z1,PROTECTIVE TUBE (SPRING),239994,Nilamid A3 W GF30 BK 9005/Y ,PFA00,Activo
240-01-F-MTZ1,CASE FRONT MODEL 2NR,63160-240-01,RYNITE 935 BK 505,PFA00,Activo
240-02-F-MTZ1,CASE BACK MODEL 2NR,63160-240-02,RYNITE 935 BK 505,PFA00,Activo
240-03-F-MTZ1,CASE FRONT MODEL 5NR 54R,63160-240-03,RYNITE 935 BK 505,PFA00,Activo
240-04-F-MTZ1,CASE BACK MODEL 5NR,63160-240-04,RYNITE 935 BK 505,PFA00,Activo
240-05-F-MTZ1,CASE BACK MODEL 54R,63160-240-05,RYNITE 935 BK 505,PFA00,Activo
240-06-F-MTZ1,CASE HALF 240-06,63160-240-06,RYNITE 935 BK 505,PFA00,Activo
240-07-A-MTZ1,CASE HALF 240-07,63160-240-07,RYNITE 935 BK 505,PFA00,Activo
240-07-SEMI-MTZ1,CASE HALF 240-07 SEMITERMINADO,63160-240-07,RYNITE 935 BK 505,SFA00,Activo
240-08-F-MTZ1,CASE HALF 240-08,63160-240-08,RYNITE 935 BK 505,PFA00,Activo
240-09-A-MTZ1,CASE HALF 240-09,63160-240-09,RYNITE 935 BK 505,PFA00,Activo
240-09-SEMI-MTZ1,CASE HALF 240-09 SEMITERMINADO,63160-240-09,RYNITE 935 BK 505,SFA00,Activo
240-10-F-MTZ1,CASE BACK HALF 240-10,63160-240-10,RYNITE 935 BK 505,PFA00,Activo
240-12-F-MTZ1,CASE HALF 240-12,63160-240-12,RYNITE 935 BK 505,PFA00,Activo
240-13-A-MTZ1,CASE HALF 240-13,63160-240-13,RYNITE 935 BK 505,PFA00,Activo
240-13-SEMI-MTZ1,CASE HALF 240-13 SEMITERMINADO,63160-240-13,RYNITE 935 BK 505,SFA00,Activo
240-26-F-MTZ1,CASE HALF 240-26,63160-240-26,RYNITE 935 BK 505,PFA00,Activo
240-27-F-MTZ1,CASE HALF 240-27,63160-240-27,RYNITE 935 BK 505,PFA00,Activo
240-58-F-HTZ1,240-58-F-HTZ1  CASE HALF  240-,63160-240-58,RYNITE 935 BK 505,PFA00,Activo
240-62-F-HTZ1,CASE TOP 240-62,63160-240-62,RYNITE 935 BK 505,PFB00,Activo
240-65-F-MTZ1,CASE FRONT MODEL 170R,63160-240-65,RYNITE 935 BK 505,PFA00,Activo
240-66-A-MTZ1,CASE BACK MODEL 170R,63160-240-66,RYNITE 935 BK 505,PFA00,Activo
240-66-SEMI-MTZ1,CASE BACK MODEL 170R SEMITERMI,63160-240-66,RYNITE 935 BK 505,SFA00,Activo
240-73-F-MTZ1,CASE HALF 240-73,63160-240-73,RYNITE 935 BK 505,PFA00,Activo
240-74-F-MTZ1,CASE HALF 240-74,63160-240-74,RYNITE 935 BK 505,PFA00,Activo
24402390-RO-F-Z1,CACHE DE PROTECTION BOITIER RE,24402390,SANTOPRENE 251-92W232,PFA00,Activo
24402400-RO-F-Z1,CACHE DE PROTECTION BOITIER PL,24402400,SANTOPRENE 251-92W232,PFA00,Activo
2441997-TK-F-Z1,KAB COVER,2441997 AED-AE0,THERMORUN TT850B  ,PFA00,No utilizable
2441D82X1-SMT-D-Z1,Roller,2441D82X1,DELRIN 500 NC010.,PFA00,Activo
2441D82X1-SMT-SF,Roller,2441D82X1,DELRIN 500 NC010.,SFA00,Activo
251341-RX-F-Z1,Chain Guide,251341,ZYTEL70G30HSLR BK099,PFB00,Activo
252-RO-F-Z1,BRIDE SERRE CABLE #B 45°,82804252,THERMOCOMP EC008 NC,PFA00,Activo
255-01-F-MTZ1,CORE JACKET 255-01,63160-255-01,RYNITE 935 BK 505,PFA00,Activo
255-02-F-MTZ1,CASE INSERT 255-02,63160-255-02,RYNITE 935 BK 505,PFA00,Activo
255-03-F-MTZ1,CASE HALF 255-03,63160-255-03,RYNITE 935 BK 505,PFA00,Activo
255-04-F-MTZ1,CASE INSERT MODEL 74RFT OUTTER,63160-255-04,RYNITE 935 BK 505,PFA00,Activo
255-05-F-MTZ1,CASE INSERT MODEL 74RFT INNER ,63160-255-05,RYNITE 935 BK 505,PFA00,Activo
256821-RX-F-Z1,Oilstick,256821,ZYTEL 70G30 HSLR NC010,PFB00,Activo
257-06-F-MTZ1,CORE JACKET 257-06,63160-257-06,RYNITE 935 BK 505,PFA00,Activo
27423MX-ISR-F-Z1,HANDLE SHOCK ABSORBER ADJ,27423-01/00,GF30-31 Black SCHULAMID 6,PFB00,Activo
275614-STA-F-Z1,PROTECTIVE TUBE (SPRING),275614,ECOMID B GF20 BK 9005/Z,PFA00,Activo
275853-STA-F-Z1,SPRING SLEEVE,275853,DELRIN 500P BK 602,PFA00,Activo
27861MX-ISR-F-Z1,TRAGPLATTE NG (CARRIER PLATE),27861-01MX/05,GF30-31 Black SCHULAMID 6,PFA00,Activo
27869MX-ISR-F-Z1,BOWDEN CABLE HOLDER,27869-01MX/00,GF30-31 Black SCHULAMID 6,PFA00,Activo
280-CR-F-40Z2,CORPS DROIT 12mm Z2,T50280 40A,RILSAMID AZM30 BLK T6L D,PFA00,Activo
281877-02-ISR-F-Z1,LUMBAR KNOB,281877-02/05,POLYMAN (ABS) M/MI 30-3399 NE,PFA00,Activo
281942-MX-ISR-Z1,BACKEST KNOB,281942-02/00,POLYMAN (ABS) M/MI 30-3399 NE,PFA00,Activo
281949-ISR-SEMI-Z1,CLAMPS SHEETS ,281949-01,POLYFORT FPP 2181HU-3399 BLK,SFA00,Activo
2828039-1-TEH-F-Z1,PCB TAIL ORGANIZER' LOW COST,2828039-1,ULTEM1000 PEI BLACK,PFA00,Activo
2828326-1-TEH-F-Z1,DIELECTRIC INNER PIN QUADRAX ,2828326-1,MITSUI TPX-MBZ 230 PMP NATURAL,PFA00,Activo
283-CR-F-40Z1,CORPS DROIT 12.82mm 50283,T50283 40,RILSAMID AZM30 BLK T6L D,PFA00,Activo
283-RO-F-Z1,SIZE B 45 GRADOS STRAIN RELIEF,82804283,THERMOCOMP EC008 NC,PFA00,Activo
289218-02-ISR-F-Z1,UPPER PLASTIC COVER,289218-02/00,POLYFORT FPP 2181HU-3399 BLK,PFA00,Activo
289220-02-ISR-F-Z1,RETRACTION PLASTIC COVER,289220-02,POLYFORT FPP 1697HU -3399 NERO,PFA00,Activo
289225-02-ISR-F-Z1,LHD REAR SEAT REGULATOR HANDLE,289225-02/10,SCHULAMID 6 GF30-3399 NERO (PA,PFA00,Activo
289226-ISR-F-Z1,LHD REAR SEAT REGULATOR HANDLE,289226-02/10,SCHULAMID 6 GF30-3399 NERO (PA,PFA00,Activo
289227-02-ISR-F-Z1,lhd front seat regulator handl,289227-02/12,SCHULAMID 6 GF30-3399 NERO (PA,PFA00,Activo
289228-02-ISR-F-Z1,lhd front seat regulator handl,289228-02,SCHULAMID 6 GF30-3399 NERO (PA,PFA00,Activo
3105217001-SMT-M-Z1,CAP (NON- ILLUMINATED),31052-170-01,DELRIN 500 NC010.,PFA00,Activo
3105217001-SMT-SF,CAP (NON ILUMINATED),31052-170-01,DELRIN 500 NC010.,SFA00,Activo
3105406502-SMT-F-Z1,MUSHROOM BUTTON WHITE,31054-065-02,LEXAN 141R  111NATURAL,PFA00,Activo
3105406503-SMT-F-Z1,MUSHROOM BUTTON  RED,31054-065-03,LEXAN 141R  111NATURAL,PFA00,Activo
3105406504-SMT-F-Z1,MUSHROOM BUTTON AMBER,31054-065-04,LEXAN 141R  111NATURAL,PFA00,Activo
3105406505-SMT-F-Z1,MUSHROOM BUTTON GREEN,31054-065-05,LEXAN 141R  111NATURAL,PFA00,Activo
3105406506-SMT-F-Z1,MUSHROOM BUTTON BLUE,31054-065-06,LEXAN 141R  111NATURAL,PFA00,Activo
3105406507-SMT-F-Z1,MUSHROOM BUTTON YELLOW,31054-065-07,LEXAN 141R  111NATURAL,PFA00,Activo
3105407302-SMT-F-Z1,MUSHROOM BUTTON WHITE,31054-073-02,LEXAN 141R  111NATURAL,PFA00,Activo
3105407303-SMT-F-Z1,MUSHROOM BUTTON RED,31054-073-03,LEXAN 141R  111NATURAL,PFA00,Activo
3105407304-SMT-F-Z1,MUSHROOM BUTTON AMBAR,31054-073-04,LEXAN 141R  111NATURAL,PFA00,Activo
3105407305-SMT-F-Z1,MUSHROOM BUTTON GREEN,31054-073-05,LEXAN 141R  111NATURAL,PFA00,Activo
3105407306-SMT-F-Z1,MUSHROOM BUTTON BLUE,31054-073-06,LEXAN 141R  111NATURAL,PFA00,Activo
3105407307-SMT-F-Z1,MUSHROOM BUTTON YELLOW,31054-073-07,LEXAN 141R  111NATURAL,PFA00,Activo
3105407308-SMT-F-Z1,MUSHROOM BUTTON BLACK,31054-073-08,LEXAN 141R  111NATURAL,PFA00,Activo
31071328-SMT-F-Z1,ADAPTOR PLATE,31071-328 (9999PZA),ZYTEL 70G33HS1L BK031,PFA00,Activo
3110116001-SMT-F-Z1,MUSHROOM BUTTON BLACK,31101-160-01,DELRIN 500P BK 602,PFB00,Activo
3110116002-SMT-F-Z1,MUSHROOM BUTTON RED,31101-160-02,DELRIN 500 RD 6001  ,PFA00,Activo
311200107-BMM-F-Z1,Motor Housing ,311200107/00,GRIVORY HTV-4H1 BLACK 9205,PFA00,Activo
311222001-BMM-F-Z1,Motor Housing,311222001S00,FORTRON 1140L4 SF3001 NATURAL ,PFA00,No utilizable
311224301-BMM-F-Z1,MOTOR HOUSING,3.112.243.01.00,GRIVORY HTV-4H1 BLACK 9205,PFA00,No utilizable
311224301S00-BMM-F,Motor housing Hybrid,311224301S00,GRIVORY HTV-4H1 BLACK 9205,PFA00,Activo
311600047-BMM-F-Z1,C1D PUMP HEAD,311600047S00,GRIVORY HT1VA-4 HY BLACK 9225,PFA00,Activo
311601601-BMM-J-Z1,Cover 016,311.601.601,GRIVORY HTV-4H1 BLACK 9205,PFA00,Activo
311601601-BMM-SEM-Z1,COVER 016 SEMI,3.116.016.01.00,GRIVORY HTV-4H1 BLACK 9205,SFA00,Activo
311601801-BMM-J-Z2,PUMP HEAD (COVER 018),31160180101,GRIVORY HTV-4H1 BLACK 9205,PFA00,Activo
311601801-BMM-SF,Pump head (Cover 018),3.116.018.01.01,GRIVORY HTV-4H1 BLACK 9205,SFA00,Activo
312205401-BMM-J-Z1,COVER 54,3.122.054.01.00,DIC-PPS FZ-2140 NEGRO,PFA00,Activo
312205401-BMM-SF,Cover 054,3.122.054.01.00,DIC-PPS FZ-2140 NEGRO,SFA00,Activo
312215-02MX-ISRI-PP,HANDLE TILT ADJ. PRINTED,312215-02MX/02 (27863),POLYLAC PA-727 Natural,PFA00,Activo
312215-02MX-ISR-SF,HANDLE TILT ADJ.,312215-02MX/02 (27863,POLYLAC PA-727 Natural,SFA00,Activo
312217-02MX-ISR-PP,Lever height adj. LH' printed,312217-02/00,POLYLAC PA-727 Natural,PFA00,Activo
312217-02MX-ISR-SF,Lever height adj. LH,312217-02/00,POLYLAC PA-727 Natural,SFA00,Activo
312219-02MX-ISRI-SF,HANDLE DAMPER ADJ LH,312219-02/00,POLYLAC PA-727 Natural,SFA00,Activo
312219-02MX-ISR-PP,HANDLE DAMPER ADJ PRINTED LH,312219-02/00,POLYLAC PA-727 Natural,PFA00,Activo
312659-STA-F-Z1,PROTECTIVE TUBE (SPRING),312659,ECOMID B GF20 BK 9005/Z,PFA00,Activo
316800201-BMM-I-Z1,Rotor,316800201S00,GRIVORY HTV-4H1 BLACK 9205,PFB00,Activo
318832MX-ISR-F-Z1,ROCKER,318832-01MX/02,9A BLACK SCHULAFORM,PFB00,Activo
319625-01MX-ISR-PP,HANLDE SEAT CUSHION ADJ' PRINT,319625-01MX/00,POLYLAC PA-727 Natural,PFA00,Activo
319625-01MX-ISR-SF,HANLDE SEAT CUSHION ADJ,319625-01MX/00 (213241),POLYLAC PA-727 Natural,SFA00,Activo
319625-01MX-ISRUS-PP,HANLDE SEAT CUSHION ADJ PRINT,319625-01MX/00,POLYLAC PA-727 Natural,PFA00,No utilizable
325306401-BMM-F-Z1,Coil Bobbin,325306401S00,GRIVORY HTV-4H1 BLACK 9205,PFA00,Activo
335682801S00-BMM-I,Brush Plate 828,335682801S00,Stanyl TE250F6 BK,PFA00,Activo
33918430-RO-OR-Z1,PLUG SHELL MINILOCK ,33918430,RYTON R4 XT,PFA00,Activo
33918430-RO-SF-Z1/0,PLUG SHELL MINILOCK SEMI,33918430,RYTON R4 XT,SFA00,Activo
33918430-RO-SF-Z1/1,PLUG SHELL MINILOCK SEMI,33918430,RYTON R4 XT,SFA00,Activo
33918518-RO-OR-Z1,PLUG SHELL WITH OR WITHOUT GRO,33918518,RYTON R4 XT,PFA00,Activo
33918518-RO-SF-Z1/0,PLUG SHELL WITH OR WITHOUT GRO,33918518,RYTON R4 XT,SFA00,Activo
33918518-RO-SF-Z1/1,PLUG SHELL WITH OR WITHOUT GRO,33918518,RYTON R4 XT,SFA00,Activo
33918930-RO-OR-Z1,RECEPTACLE SHELL ,33918930,RYTON R4 XT,PFA00,Activo
33918930-RO-SF-Z1/0,RECEPTACLE SHELL SEMI,33918930,RYTON R4 XT,SFA00,Activo
33918930-RO-SF-Z1/1,RECEPTACLE SHELL SEMI,33918930,RYTON R4 XT,SFA00,Activo
33918948-RO-OR-Z1,RECEPTACLE SHELL 1/2,33918948,RYTON R4 XT,PFA00,Activo
33918948-RO-SF-Z1/0,RECEPTACLE SHELL 1/2 SEMI,33918948,RYTON R4 XT,SFA00,Activo
33918948-RO-SF-Z1/1,RECEPTACLE SHELL 1/2 SEMI,33918948,RYTON R4 XT,SFA00,Activo
33946028-RO-OR-Z1,COMPOSITE PLUG SHELL REVERSE C,33946028,RYTON R4 XT,PFA00,Activo
33946028-RO-SF-Z1/0,COMPOSITE PLUG SHELL REVERSE C,33946028,RYTON R4 XT,SFA00,Activo
33946028-RO-SF-Z1/1,COMPOSITE PLUG SHELL REVERSE C,33946028,RYTON R4 XT,SFA00,Activo
33946038-RO-OR-Z1,COMPOSITE PLUG SHELL REVERSE C,33946038,RYTON R4 XT,PFA00,Activo
33946038-RO-SF-Z1/0,COMPOSITE PLUG SHELL REVERSE C,33946038,RYTON R4 XT,SFA00,Activo
33946038-RO-SF-Z1/1,COMPOSITE PLUG SHELL REVERSE C,33946038,RYTON R4 XT,SFA00,Activo
33946528-RO-OR-Z1,COMPOSITE RECEPTACLE SHELL FOR,33946528,RYTON R4 XT,PFA00,Activo
33946528-RO-SF-Z1/0,COMPOSITE RECEPTACLE SHELL FOR,33946528,RYTON R4 XT,SFA00,Activo
33946528-RO-SF-Z1/1,COMPOSITE RECEPTACLE SHELL FOR,33946528,RYTON R4 XT,SFA00,Activo
33946538-RO-OR-Z1,COMPOSITE RECEPTACLE SHELL FOR,33 946 538,RYTON R4 XT,PFA00,Activo
33946538-RO-SF-Z1/0,COMPOSITE RECEPTACLE SHELL FOR,33 946 538,RYTON R4 XT,SFA00,Activo
33946538-RO-SF-Z1/1,COMPOSITE RECEPTACLE SHELL FOR,33 946 538,RYTON R4 XT,SFA00,Activo
33970000-RO-OR-Z1,SLIDE LOCK,33970000,RYTON R4 XT,PFA00,Activo
33970000-RO-SF-Z1/0,SLIDE LOCK SEMI,33970000,RYTON R4 XT,SFA00,Activo
33970000-RO-SF-Z1/1,SLIDE LOCK SEMI,33970000,RYTON R4 XT,SFA00,Activo
33970001-RO-OR-Z1,SLIDE LOCK,33970001,RYTON R4XT-02(NEGRO),PFA00,Activo
33970001-RO-SF-Z1/0,SLIDE LOCK SEMI,33970001,RYTON R4XT-02(NEGRO),SFA00,Activo
33970001-RO-SF-Z1/1,SLIDE LOCK SEMI,33970001,RYTON R4XT-02(NEGRO),SFA00,Activo
33980010-RO-OR-Z1,RECEPTACLE STD AR01 50 CTS #20,33980010,RYTON R4 XT,PFA00,Activo
33980010-RO-SF-Z1/0,RECEPTACLE STD AR01 50 CTS #20,33980010,RYTON R4 XT,SFA00,Activo
33980010-RO-SF-Z1/1,RECEPTACLE STD AR01 50 CTS #20,33980010,RYTON R4 XT,SFA00,Activo
33980020-RO-OR-Z1,RECEPTACLE STD AR12 78 CTS #22,33980020,RYTON R4 XT,PFA00,Activo
33980020-RO-SF-Z1/0,RECEPTACLE STD AR12 78 CTS #22,33980020,RYTON R4 XT,SFA00,Activo
33980020-RO-SF-Z1/1,RECEPTACLE STD AR12 78 CTS #22,33980020,RYTON R4 XT,SFA00,Activo
33980030-RO-OR-Z1,RECEPTACLE STD AR13 39 CTS #22,33980030,RYTON R4 XT,PFA00,Activo
33980030-RO-SF-Z1/0,RECEPTACLE STD AR13 39 CTS #22,33980030,RYTON R4 XT,SFA00,Activo
33980030-RO-SF-Z1/1,RECEPTACLE STD AR13 39 CTS #22,33980030,RYTON R4 XT,SFA00,Activo
33980040-RO-OR-Z1,RECEPTACLE STD ARRANGEMENT 04 ,33980040,RYTON R4 XT,PFA00,Activo
33980040-RO-SF-Z1/0,RECEPTACLE STD ARRANGEMENT 04 ,33980040,RYTON R4 XT,SFA00,Activo
33980040-RO-SF-Z1/1,RECEPTACLE STD ARRANGEMENT 04 ,33980040,RYTON R4 XT,SFA00,Activo
33980050-RO-OR-Z1,RECEPTACLE STD AR05 13 CTS #12,33980050,RYTON R4 XT,PFA00,Activo
33980050-RO-SF-Z1/0,RECEPTACLE STD AR05 13 CTS #12,33980050,RYTON R4 XT,SFA00,Activo
33980050-RO-SF-Z1/1,RECEPTACLE STD AR05 13 CTS #12,33980050,RYTON R4 XT,SFA00,Activo
33980060-RO-OR-Z1,RECEPTACLE STD ARRANGEMENT 16 ,33980060,RYTON R4 XT,PFA00,Activo
33980060-RO-SF-Z1/0,RECEPTACLE STD ARRANGEMENT 16 ,33980060,RYTON R4 XT,SFA00,Activo
33980060-RO-SF-Z1/1,RECEPTACLE STD ARRANGEMENT 16 ,33980060,RYTON R4 XT,SFA00,Activo
33980070-RO-OR-Z1,RECEPTACLE STD ARRANGEMENT 07 ,33980070,RYTON R4 XT,PFA00,Activo
33980070-RO-SF-Z1/0,RECEPTACLE STD ARRANGEMENT 07 ,33980070,RYTON R4 XT,SFA00,Activo
33980070-RO-SF-Z1/1,RECEPTACLE STD ARRANGEMENT 07 ,33980070,RYTON R4 XT,SFA00,Activo
33980080-RO-OR-Z1,RECEPTACLE STD AR08 3 CTS #8 +,33980080,RYTON R4 XT,PFA00,Activo
33980080-RO-SF-Z1/0,RECEPTACLE STD AR08 3 CTS #8 +,33980080,RYTON R4 XT,SFA00,Activo
33980080-RO-SF-Z1/1,RECEPTACLE STD AR08 3 CTS #8 +,33980080,RYTON R4 XT,SFA00,Activo
33980090-RO-OR-Z1,RECEPTACLE STD AR19 25 CTS #20,33980090,RYTON R4 XT,PFA00,Activo
33980090-RO-SF-Z1/0,RECEPTACLE STD AR19 25 CTS #20,33980090,RYTON R4 XT,SFA00,Activo
33980090-RO-SF-Z1/1,RECEPTACLE STD AR19 25 CTS #20,33980090,RYTON R4 XT,SFA00,Activo
33980110-RO-OR-Z1,PLUG STD AR01 50 CTS #20,33980110,RYTON R4 XT,PFA00,Activo
33980110-RO-SF-Z1/0,PLUG STD AR01 50 CTS #20 SEMI,33980110,RYTON R4 XT,SFA00,Activo
33980110-RO-SF-Z1/1,PLUG STD AR01 50 CTS #20 SEMI,33980110,RYTON R4 XT,SFA00,Activo
33980120-RO-OR-Z1,PLUG STD AR12 78 CTS #22,33980120,RYTON R4 XT,PFA00,Activo
33980120-RO-SF-Z1/0,PLUG STD AR12 78 CTS #22 SEMI,33980120,RYTON R4 XT,SFA00,Activo
33980120-RO-SF-Z1/1,PLUG STD AR12 78 CTS #22 SEMI,33980120,RYTON R4 XT,SFA00,Activo
33980130-RO-OR-Z1,PLUG STD AR13 39 CTS #22 + 10 ,33980130,RYTON R4 XT,PFA00,Activo
33980130-RO-SF-Z1/0,PLUG STD AR13 39 CTS #22 + 10 ,33980130,RYTON R4 XT,SFA00,Activo
33980130-RO-SF-Z1/1,PLUG STD AR13 39 CTS #22 + 10 ,33980130,RYTON R4 XT,SFA00,Activo
33980140-RO-OR-Z1,PLUG STD ARRANGEMENT 04 - 21 C,33980140,RYTON R4 XT,PFA00,Activo
33980140-RO-SF-Z1/0,PLUG STD ARRANGEMENT 04 - 21 C,33980140,RYTON R4 XT,SFA00,Activo
33980140-RO-SF-Z1/1,PLUG STD ARRANGEMENT 04 - 21 C,33980140,RYTON R4 XT,SFA00,Activo
33980150-RO-OR-Z1,PLUG STD AR05 13 CTS #12,33980150,RYTON R4 XT,PFA00,Activo
33980150-RO-SF-Z1/0,PLUG STD AR05 13 CTS #12 SEMI,33980150,RYTON R4 XT,SFA00,Activo
33980150-RO-SF-Z1/1,PLUG STD AR05 13 CTS #12 SEMI,33980150,RYTON R4 XT,SFA00,Activo
33980160-RO-OR-Z1,PLUG STD ARRANGEMENT 16 - 7 CT,33980160,RYTON R4 XT,PFA00,Activo
33980160-RO-SF-Z1/0,PLUG STD ARRANGEMENT 16 - 7 CT,33980160,RYTON R4 XT,SFA00,Activo
33980160-RO-SF-Z1/1,PLUG STD ARRANGEMENT 16 - 7 CT,33980160,RYTON R4 XT,SFA00,Activo
33980170-RO-OR-Z1,PLUG STD - AR 07 5 CTS #8,33980170,RYTON R4 XT,PFA00,Activo
33980170-RO-SF-Z1/0,PLUG STD - AR 07 5 CTS #8 SEMI,33980170,RYTON R4 XT,SFA00,Activo
